genes	se_fe_4dp	estimate_fe_4dp	foldc_fe_2dp	upperl_fe_2dp	lowerl_fe_2dp	pval_fe_3sig
SNX5	0.0148	0.0158	1.01	1.03	-1.01	0.286
SNX6	0.0251	-0.0162	-1.01	1.02	-1.05	0.519
SNX7	0.0234	-0.0053	-1.00	1.03	-1.04	0.82
SOAT2	0.0329	-0.0240	-1.02	1.03	-1.06	0.466
SOBP	0.0252	-0.0456	-1.03	1.00	-1.07	0.0715
SOCS2	0.0206	0.0021	1.00	1.03	-1.03	0.918
SOCS3	0.0543	0.0548	1.04	1.12	-1.04	0.314
SOCS5	0.0279	-0.0315	-1.02	1.02	-1.06	0.259
SOD1	0.0344	0.0240	1.02	1.07	-1.03	0.486
SOD2	0.0388	-0.0521	-1.04	1.02	-1.09	0.18
SOD3	0.0156	0.0354	1.02	1.05	1.00	0.0241
SOGA2	0.0292	-0.0288	-1.02	1.02	-1.06	0.325
SOLH	0.0293	-0.0319	-1.02	1.02	-1.06	0.277
SON	0.0151	0.0232	1.02	1.04	-1.00	0.126
SORBS1	0.0333	0.0191	1.01	1.06	-1.03	0.566
SORBS2	0.0235	0.0061	1.00	1.04	-1.03	0.796
SORBS3	0.0171	0.0027	1.00	1.03	-1.02	0.874
SORCS3	0.0335	0.0242	1.02	1.06	-1.03	0.47
SORD	0.0224	0.0600	1.04	1.07	1.01	0.0078
SORL1	0.0178	-0.0391	-1.03	-1.00	-1.05	0.0288
SORT1	0.0341	-0.0081	-1.01	1.04	-1.05	0.812
SOS1	0.0175	-0.0166	-1.01	1.01	-1.04	0.344
SOS2	0.0198	-0.0121	-1.01	1.02	-1.04	0.542
SOWAHC	0.0400	-0.0207	-1.01	1.04	-1.07	0.605
SOX10	0.0335	-0.0049	-1.00	1.04	-1.05	0.885
SOX12	0.0197	0.0134	1.01	1.04	-1.02	0.496
SOX13	0.0124	0.0093	1.01	1.02	-1.01	0.453
SOX15	0.0176	0.0235	1.02	1.04	-1.01	0.184
SOX2	0.0442	0.1312	1.10	1.16	1.03	0.00328
SOX21	0.0205	0.0249	1.02	1.05	-1.01	0.227
SOX4	0.0514	0.0193	1.01	1.09	-1.06	0.708
SOX9	0.0509	0.1728	1.13	1.21	1.05	0.000784
SP100	0.0220	-0.0450	-1.03	-1.00	-1.06	0.0415
SP110	0.0238	-0.0610	-1.04	-1.01	-1.08	0.0109
SP2	0.0239	-0.0321	-1.02	1.01	-1.06	0.179
SP3	0.0196	0.0155	1.01	1.04	-1.02	0.43
SPA17	0.0253	0.0247	1.02	1.05	-1.02	0.33
SPAG16	0.0340	-0.0167	-1.01	1.04	-1.06	0.624
SPAG5	0.0223	-0.0524	-1.04	-1.01	-1.07	0.0193
SPAG6	0.0454	0.0296	1.02	1.09	-1.04	0.515
SPAG7	0.0155	-0.0412	-1.03	-1.01	-1.05	0.00815
SPAG9	0.0365	-0.0925	-1.07	-1.01	-1.12	0.0118
SPANXC	0.0210	-0.0187	-1.01	1.02	-1.04	0.374
SPARC	0.0458	-0.0668	-1.05	1.02	-1.11	0.146
SPARCL1	0.0144	0.0055	1.00	1.02	-1.02	0.703
SPAST	0.0214	-0.0261	-1.02	1.01	-1.05	0.223
SPATA2	0.0262	0.0646	1.05	1.08	1.01	0.0141
SPATA20	0.0388	0.0237	1.02	1.07	-1.04	0.542
SPATA2L	0.0387	-0.1104	-1.08	-1.02	-1.14	0.00458
SPATA5L1	0.0263	0.0362	1.03	1.06	-1.01	0.169
SPATA7	0.0476	-0.0074	-1.01	1.06	-1.07	0.877
SPATS2	0.0200	0.0262	1.02	1.05	-1.01	0.192
SPCS1	0.0177	-0.0291	-1.02	1.00	-1.05	0.102
SPCS2	0.0168	-0.0100	-1.01	1.02	-1.03	0.554
SPCS3	0.0223	0.0172	1.01	1.04	-1.02	0.44
SPDEF	0.0199	-0.0047	-1.00	1.02	-1.03	0.813
SPECC1L	0.0174	0.0107	1.01	1.03	-1.02	0.54
SPEF1	0.0239	-0.0758	-1.05	-1.02	-1.09	0.00172
SPEG	0.0134	0.0030	1.00	1.02	-1.02	0.823
SPEN	0.0226	0.0080	1.01	1.04	-1.03	0.723
SPG11	0.0200	0.0197	1.01	1.04	-1.01	0.324
SPG20	0.0229	-0.0601	-1.04	-1.01	-1.08	0.00903
SPG21	0.0170	-0.0106	-1.01	1.02	-1.03	0.533
SPG7	0.0200	0.0177	1.01	1.04	-1.01	0.376
SPHAR	0.0204	0.0252	1.02	1.05	-1.01	0.218
SPHK1	0.0194	-0.0244	-1.02	1.01	-1.04	0.209
SPHK2	0.0186	-0.0322	-1.02	1.00	-1.05	0.0847
SPI1	0.0196	-0.0356	-1.02	1.00	-1.05	0.071
SPIB	0.0154	0.0086	1.01	1.03	-1.02	0.575
SPIN1	0.0242	-0.0145	-1.01	1.02	-1.04	0.55
SPINK2	0.0198	-0.0156	-1.01	1.02	-1.04	0.432
SPINK4	0.0139	0.0052	1.00	1.02	-1.02	0.708
SPINK5	0.0168	-0.0143	-1.01	1.01	-1.03	0.396
SPINT1	0.0208	0.0012	1.00	1.03	-1.03	0.956
SPINT2	0.0191	0.0122	1.01	1.03	-1.02	0.524
SPN	0.0283	0.0325	1.02	1.06	-1.02	0.252
SPOCK1	0.0229	-0.0240	-1.02	1.01	-1.05	0.294
SPOCK2	0.0219	0.0151	1.01	1.04	-1.02	0.49
SPOCK3	0.0561	-0.0920	-1.07	1.01	-1.15	0.102
SPON1	0.0420	0.0370	1.03	1.09	-1.03	0.379
SPON2	0.0300	-0.0945	-1.07	-1.03	-1.11	0.00179
SPOP	0.0306	-0.0422	-1.03	1.01	-1.07	0.169
SPP1	0.0698	-0.1072	-1.08	1.02	-1.18	0.125
SPP2	0.0179	0.0409	1.03	1.05	1.00	0.0232
SPPL2B	0.0183	-0.0113	-1.01	1.02	-1.03	0.536
SPR	0.0205	0.0117	1.01	1.04	-1.02	0.57
SPRED2	0.0349	-0.1014	-1.07	-1.02	-1.12	0.00398
SPRR3	0.0164	0.0115	1.01	1.03	-1.01	0.483
SPRY1	0.0209	0.0174	1.01	1.04	-1.02	0.407
SPRY2	0.0408	-0.0439	-1.03	1.03	-1.09	0.284
SPRY4	0.0384	-0.0771	-1.05	-1.00	-1.11	0.0456
SPRYD7	0.0299	-0.0303	-1.02	1.02	-1.06	0.312
SPSB1	0.0192	-0.0060	-1.00	1.02	-1.03	0.754
SPSB3	0.0140	0.0181	1.01	1.03	-1.01	0.197
SPTAN1	0.0174	0.0346	1.02	1.05	1.00	0.0473
SPTB	0.0155	0.0062	1.00	1.03	-1.02	0.691
SPTBN1	0.0234	-0.0222	-1.02	1.02	-1.05	0.343
SPTBN2	0.0290	-0.0174	-1.01	1.03	-1.05	0.549
SPTBN4	0.0180	-0.0205	-1.01	1.01	-1.04	0.254
SPTBN5	0.0148	0.0097	1.01	1.03	-1.01	0.512
SPTLC1	0.0211	-0.0207	-1.01	1.01	-1.04	0.327
SPTLC2	0.0268	-0.0141	-1.01	1.03	-1.05	0.6
SPTSSA	0.0207	0.0440	1.03	1.06	1.00	0.0346
SQLE	0.0266	-0.0293	-1.02	1.02	-1.06	0.272
SQRDL	0.0305	-0.0114	-1.01	1.03	-1.05	0.708
SQSTM1	0.0139	-0.0002	-1.00	1.02	-1.02	0.989
SRC	0.0175	0.0092	1.01	1.03	-1.02	0.602
SRCAP	0.0198	-0.0143	-1.01	1.02	-1.04	0.471
SRD5A1	0.0310	-0.0096	-1.01	1.04	-1.05	0.757
SRD5A2	0.0216	-0.0331	-1.02	1.01	-1.05	0.127
SREBF1	0.0286	0.0157	1.01	1.05	-1.03	0.583
SREBF2	0.0190	-0.0218	-1.02	1.01	-1.04	0.252
SREK1	0.0236	-0.0340	-1.02	1.01	-1.06	0.151
SRF	0.0175	-0.0036	-1.00	1.02	-1.03	0.839
SRGAP2	0.0244	-0.0225	-1.02	1.02	-1.05	0.357
SRGAP3	0.0201	-0.0054	-1.00	1.02	-1.03	0.788
SRGN	0.0597	-0.1243	-1.09	-1.01	-1.18	0.0382
SRI	0.0288	0.0553	1.04	1.08	-1.00	0.0555
SRM	0.0182	0.0116	1.01	1.03	-1.02	0.522
SRP14	0.0145	0.0027	1.00	1.02	-1.02	0.854
SRP19	0.0205	-0.0007	-1.00	1.03	-1.03	0.972
SRP54	0.0231	0.0384	1.03	1.06	-1.00	0.098
SRP72	0.0259	0.0101	1.01	1.04	-1.03	0.696
SRP9	0.0158	0.0184	1.01	1.03	-1.01	0.245
SRPK1	0.0236	0.0555	1.04	1.07	1.01	0.0192
SRPK2	0.0229	0.0314	1.02	1.05	-1.01	0.172
SRPK3	0.0134	-0.0069	-1.00	1.01	-1.02	0.605
SRPR	0.0190	-0.0230	-1.02	1.01	-1.04	0.227
SRPRB	0.0172	0.0017	1.00	1.02	-1.02	0.922
SRPX	0.0356	-0.0249	-1.02	1.03	-1.07	0.485
SRR	0.0236	0.0091	1.01	1.04	-1.03	0.699
SRRD	0.0166	-0.0224	-1.02	1.01	-1.04	0.18
SRRM1	0.0230	-0.0389	-1.03	1.00	-1.06	0.0917
SRRM2	0.0195	-0.0304	-1.02	1.01	-1.05	0.119
SRRT	0.0243	-0.0312	-1.02	1.01	-1.06	0.2
SRSF1	0.0303	0.0035	1.00	1.04	-1.04	0.908
SRSF11	0.0227	-0.0222	-1.02	1.02	-1.05	0.33
SRSF2	0.0195	-0.0233	-1.02	1.01	-1.04	0.233
SRSF3	0.0306	-0.0100	-1.01	1.04	-1.05	0.743
SRSF4	0.0192	-0.0401	-1.03	-1.00	-1.06	0.0376
SRSF5	0.0317	-0.0446	-1.03	1.01	-1.08	0.161
SRSF6	0.0281	-0.0453	-1.03	1.01	-1.07	0.108
SRSF7	0.0389	0.0377	1.03	1.08	-1.03	0.334
SRSF8	0.0211	0.0250	1.02	1.05	-1.01	0.238
SRSF9	0.0205	-0.0415	-1.03	-1.00	-1.06	0.0437
SS18	0.0360	0.0116	1.01	1.06	-1.04	0.747
SS18L1	0.0211	0.0015	1.00	1.03	-1.03	0.943
SS18L2	0.0177	0.0373	1.03	1.05	1.00	0.0358
SSB	0.0245	0.0022	1.00	1.04	-1.03	0.929
SSBP1	0.0236	-0.0443	-1.03	1.00	-1.06	0.0607
SSBP2	0.0225	0.0150	1.01	1.04	-1.02	0.505
SSBP3	0.0273	-0.0098	-1.01	1.03	-1.04	0.721
SSFA2	0.0274	-0.0456	-1.03	1.01	-1.07	0.0976
SSH1	0.0207	0.0456	1.03	1.06	1.00	0.0287
SSH3	0.0169	0.0138	1.01	1.03	-1.01	0.415
SSNA1	0.0131	-0.0149	-1.01	1.01	-1.03	0.255
SSR1	0.0327	-0.0021	-1.00	1.04	-1.05	0.949
SSR2	0.0122	0.0140	1.01	1.03	-1.01	0.252
SSR3	0.0421	-0.0276	-1.02	1.04	-1.08	0.514
SSR4	0.0212	0.0164	1.01	1.04	-1.02	0.438
SSRP1	0.0122	-0.0217	-1.02	1.00	-1.03	0.0764
SSSCA1	0.0237	0.0119	1.01	1.04	-1.02	0.615
SST	0.0973	-0.3020	-1.23	-1.08	-1.41	0.0021
SSTR2	0.0565	0.0530	1.04	1.12	-1.04	0.35
SSTR3	0.0144	0.0023	1.00	1.02	-1.02	0.873
SSTR4	0.0338	0.0337	1.02	1.07	-1.02	0.32
SSX2IP	0.0281	-0.0040	-1.00	1.04	-1.04	0.886
ST13	0.0184	0.0033	1.00	1.03	-1.02	0.858
ST14	0.0170	0.0070	1.00	1.03	-1.02	0.681
ST18	0.0498	-0.0986	-1.07	-1.00	-1.15	0.0485
ST20	0.0172	-0.0107	-1.01	1.02	-1.03	0.531
ST3GAL1	0.0222	0.0146	1.01	1.04	-1.02	0.513
ST3GAL2	0.0170	0.0085	1.01	1.03	-1.02	0.618
ST3GAL4	0.0172	-0.0280	-1.02	1.00	-1.04	0.104
ST3GAL5	0.0164	0.0007	1.00	1.02	-1.02	0.968
ST5	0.0216	0.0496	1.03	1.07	1.01	0.0225
ST6GAL1	0.0279	-0.0654	-1.05	-1.01	-1.09	0.0198
ST6GALNAC2	0.0177	-0.0081	-1.01	1.02	-1.03	0.649
ST6GALNAC4	0.0283	0.0480	1.03	1.07	-1.01	0.0912
ST6GALNAC5	0.0355	-0.0413	-1.03	1.02	-1.08	0.246
ST7	0.0265	0.0528	1.04	1.08	1.00	0.0471
ST7L	0.0172	-0.0075	-1.01	1.02	-1.03	0.664
ST8SIA1	0.0470	-0.0646	-1.05	1.02	-1.11	0.171
ST8SIA5	0.0274	-0.0133	-1.01	1.03	-1.05	0.628
STAB1	0.0160	-0.0252	-1.02	1.00	-1.04	0.118
STAB2	0.0157	-0.0051	-1.00	1.02	-1.03	0.743
STAC	0.0163	-0.0022	-1.00	1.02	-1.02	0.892
STAG1	0.0336	-0.0132	-1.01	1.04	-1.06	0.694
STAG2	0.0238	-0.0083	-1.01	1.03	-1.04	0.726
STAG3	0.0140	-0.0031	-1.00	1.02	-1.02	0.826
STAM	0.0218	-0.0612	-1.04	-1.01	-1.07	0.00532
STAMBP	0.0167	-0.0120	-1.01	1.01	-1.03	0.474
STAP2	0.0189	0.0304	1.02	1.05	-1.00	0.109
STAR	0.0370	-0.0642	-1.05	1.01	-1.10	0.0851
STARD13	0.0233	-0.0328	-1.02	1.01	-1.06	0.16
STARD3	0.0134	0.0014	1.00	1.02	-1.02	0.916
STARD5	0.0145	-0.0066	-1.00	1.02	-1.02	0.648
STARD7	0.0184	-0.0143	-1.01	1.02	-1.04	0.436
STARD8	0.0187	0.0024	1.00	1.03	-1.02	0.897
STAT1	0.0265	-0.0394	-1.03	1.01	-1.07	0.138
STAT2	0.0166	-0.0285	-1.02	1.00	-1.04	0.087
STAT3	0.0296	0.0206	1.01	1.06	-1.03	0.486
STAT4	0.0295	0.0143	1.01	1.05	-1.03	0.627
STAT5A	0.0132	0.0048	1.00	1.02	-1.01	0.715
STAT5B	0.0136	-0.0121	-1.01	1.01	-1.03	0.375
STAT6	0.0203	0.0100	1.01	1.04	-1.02	0.622
STAU1	0.0164	0.0202	1.01	1.04	-1.01	0.221
STAU2	0.0200	-0.0192	-1.01	1.01	-1.04	0.338
STC1	0.0470	-0.0342	-1.02	1.04	-1.09	0.468
STC2	0.0183	0.0050	1.00	1.03	-1.02	0.787
STEAP1	0.0549	0.0463	1.03	1.11	-1.04	0.401
STEAP3	0.0171	0.0096	1.01	1.03	-1.02	0.578
STIM1	0.0148	0.0208	1.01	1.04	-1.01	0.161
STIP1	0.0324	0.0204	1.01	1.06	-1.03	0.53
STK10	0.0285	-0.0408	-1.03	1.01	-1.07	0.154
STK11	0.0158	0.0204	1.01	1.04	-1.01	0.196
STK16	0.0174	-0.0298	-1.02	1.00	-1.05	0.0879
STK19	0.0155	0.0150	1.01	1.03	-1.01	0.333
STK24	0.0190	-0.0121	-1.01	1.02	-1.03	0.525
STK25	0.0143	-0.0179	-1.01	1.01	-1.03	0.212
STK3	0.0283	0.0273	1.02	1.06	-1.02	0.336
STK32B	0.0168	-0.0066	-1.00	1.02	-1.03	0.694
STK38	0.0207	0.0233	1.02	1.05	-1.01	0.261
STK38L	0.0258	0.0529	1.04	1.07	1.00	0.0415
STK39	0.0211	-0.0742	-1.05	-1.02	-1.08	0.000502
STMN1	0.0243	-0.0488	-1.03	-1.00	-1.07	0.0456
STMN2	0.0351	-0.0288	-1.02	1.03	-1.07	0.413
STMN4	0.0573	0.0547	1.04	1.12	-1.04	0.34
STOM	0.0283	0.0329	1.02	1.06	-1.02	0.246
STOML1	0.0169	0.0036	1.00	1.03	-1.02	0.833
STOML2	0.0233	-0.0378	-1.03	1.01	-1.06	0.106
STRA13	0.0281	0.0122	1.01	1.05	-1.03	0.664
STRA6	0.0138	0.0067	1.00	1.02	-1.01	0.626
STRADA	0.0117	0.0266	1.02	1.03	1.00	0.0244
STRAP	0.0142	0.0013	1.00	1.02	-1.02	0.927
STRN	0.0259	0.0037	1.00	1.04	-1.03	0.887
STRN3	0.0200	0.0114	1.01	1.04	-1.02	0.568
STRN4	0.0241	-0.0596	-1.04	-1.01	-1.08	0.0138
STS	0.0272	-0.0184	-1.01	1.02	-1.05	0.5
STT3A	0.0201	0.0197	1.01	1.04	-1.01	0.328
STUB1	0.0230	-0.0251	-1.02	1.01	-1.05	0.276
STX10	0.0129	-0.0017	-1.00	1.02	-1.02	0.895
STX12	0.0165	0.0164	1.01	1.03	-1.01	0.322
STX16	0.0206	-0.0114	-1.01	1.02	-1.04	0.582
STX17	0.0189	0.0267	1.02	1.05	-1.01	0.16
STX18	0.0151	0.0072	1.01	1.03	-1.02	0.632
STX1A	0.0243	-0.0118	-1.01	1.03	-1.04	0.626
STX2	0.0168	0.0046	1.00	1.03	-1.02	0.785
STX3	0.0153	-0.0036	-1.00	1.02	-1.02	0.813
STX4	0.0217	-0.0333	-1.02	1.01	-1.05	0.127
STX5	0.0189	0.0046	1.00	1.03	-1.02	0.807
STX6	0.0163	-0.0034	-1.00	1.02	-1.02	0.836
STX7	0.0176	0.0001	1.00	1.02	-1.02	0.998
STX8	0.0224	0.0454	1.03	1.06	1.00	0.044
STXBP1	0.0189	-0.0176	-1.01	1.01	-1.04	0.352
STXBP2	0.0179	0.0021	1.00	1.03	-1.02	0.906
STXBP3	0.0236	-0.0551	-1.04	-1.01	-1.07	0.0202
STXBP5L	0.0287	-0.0114	-1.01	1.03	-1.05	0.691
STXBP6	0.0411	-0.0480	-1.03	1.02	-1.09	0.244
STYK1	0.0408	0.0783	1.06	1.12	-1.00	0.056
STYXL1	0.0184	-0.0153	-1.01	1.01	-1.04	0.408
SUB1	0.0349	-0.0291	-1.02	1.03	-1.07	0.406
SUCLA2	0.0225	-0.0166	-1.01	1.02	-1.04	0.46
SUCLG1	0.0153	0.0102	1.01	1.03	-1.01	0.507
SUCLG2	0.0300	0.0577	1.04	1.08	-1.00	0.0554
SUCO	0.0203	0.0295	1.02	1.05	-1.01	0.147
SUGP1	0.0159	-0.0046	-1.00	1.02	-1.03	0.774
SUGP2	0.0181	-0.0084	-1.01	1.02	-1.03	0.642
SULT1A2	0.0155	0.0093	1.01	1.03	-1.01	0.548
SULT1B1	0.0158	-0.0262	-1.02	1.00	-1.04	0.0978
SULT2B1	0.0241	-0.0360	-1.03	1.01	-1.06	0.137
SULT4A1	0.0226	0.0114	1.01	1.04	-1.02	0.614
SUMO2	0.0161	0.0009	1.00	1.02	-1.02	0.955
SUMO3	0.0177	-0.0157	-1.01	1.01	-1.04	0.376
SUN1	0.0256	-0.0165	-1.01	1.02	-1.05	0.52
SUN2	0.0185	-0.0200	-1.01	1.01	-1.04	0.28
SUOX	0.0156	0.0175	1.01	1.03	-1.01	0.262
SUPT16H	0.0166	0.0154	1.01	1.03	-1.01	0.355
SUPT3H	0.0195	0.0077	1.01	1.03	-1.02	0.694
SUPT4H1	0.0174	0.0331	1.02	1.05	-1.00	0.0576
SUPT5H	0.0172	-0.0024	-1.00	1.02	-1.03	0.889
SUPT6H	0.0167	0.0232	1.02	1.04	-1.01	0.167
SUPT7L	0.0148	-0.0079	-1.01	1.01	-1.03	0.596
SUPV3L1	0.0200	0.0416	1.03	1.06	1.00	0.0381
SURF1	0.0407	0.0015	1.00	1.06	-1.06	0.97
SURF2	0.0159	-0.0259	-1.02	1.00	-1.04	0.104
SUSD4	0.0173	-0.0011	-1.00	1.02	-1.02	0.948
SUV39H1	0.0151	-0.0038	-1.00	1.02	-1.02	0.803
SUV420H1	0.0348	-0.0426	-1.03	1.02	-1.08	0.222
SUZ12	0.0194	0.0057	1.00	1.03	-1.02	0.77
SV2A	0.0224	0.0147	1.01	1.04	-1.02	0.511
SV2B	0.0215	0.0010	1.00	1.03	-1.03	0.963
SVEP1	0.0193	0.0392	1.03	1.05	1.00	0.0428
SVIL	0.0378	0.0306	1.02	1.08	-1.03	0.42
SWAP70	0.0291	0.0009	1.00	1.04	-1.04	0.975
SYBU	0.0262	0.0117	1.01	1.04	-1.03	0.655
SYDE1	0.0125	0.0016	1.00	1.02	-1.02	0.898
SYF2	0.0151	0.0265	1.02	1.04	-1.00	0.0801
SYMPK	0.0209	-0.0148	-1.01	1.02	-1.04	0.478
SYN1	0.0258	0.0004	1.00	1.04	-1.04	0.988
SYN2	0.0291	0.0348	1.02	1.07	-1.02	0.232
SYN3	0.0197	0.0503	1.04	1.06	1.01	0.0113
SYNCRIP	0.0241	0.0130	1.01	1.04	-1.02	0.592
SYNDIG1	0.0209	-0.0691	-1.05	-1.02	-1.08	0.00109
SYNE1	0.0332	0.0645	1.05	1.09	-1.00	0.0533
SYNE2	0.0337	-0.0351	-1.02	1.02	-1.07	0.299
SYNGR1	0.0137	-0.0039	-1.00	1.02	-1.02	0.778
SYNGR2	0.0245	-0.0240	-1.02	1.02	-1.05	0.328
SYNGR3	0.0228	-0.0774	-1.06	-1.02	-1.09	0.000757
SYNGR4	0.0174	0.0066	1.00	1.03	-1.02	0.706
SYNJ1	0.0396	0.0178	1.01	1.07	-1.04	0.654
SYNJ2	0.0343	-0.0406	-1.03	1.02	-1.08	0.238
SYNJ2BP	0.0219	0.0117	1.01	1.04	-1.02	0.595
SYNM	0.0244	0.0296	1.02	1.06	-1.01	0.226
SYNPO	0.0151	0.0077	1.01	1.03	-1.02	0.609
SYNRG	0.0149	0.0065	1.00	1.03	-1.02	0.662
SYP	0.0454	-0.0350	-1.02	1.04	-1.09	0.442
SYPL1	0.0257	-0.0618	-1.04	-1.01	-1.08	0.0167
SYT1	0.0414	0.0266	1.02	1.08	-1.04	0.521
SYT11	0.0257	-0.0261	-1.02	1.02	-1.05	0.31
SYT13	0.0225	-0.0184	-1.01	1.02	-1.04	0.412
SYT17	0.0371	0.0453	1.03	1.09	-1.02	0.224
SYT2	0.0253	-0.0218	-1.02	1.02	-1.05	0.389
SYT5	0.0322	-0.0259	-1.02	1.03	-1.06	0.423
SZRD1	0.0192	0.0087	1.01	1.03	-1.02	0.651
T	0.0124	0.0135	1.01	1.03	-1.01	0.277
TAAR3	0.0169	-0.0148	-1.01	1.01	-1.03	0.38
TAAR5	0.0131	0.0007	1.00	1.02	-1.02	0.955
TAB1	0.0146	0.0140	1.01	1.03	-1.01	0.339
TAB2	0.0239	-0.0125	-1.01	1.02	-1.04	0.602
TAC1	0.0597	-0.0967	-1.07	1.01	-1.16	0.106
TAC3	0.0217	-0.0137	-1.01	1.02	-1.04	0.529
TACC1	0.0156	0.0146	1.01	1.03	-1.01	0.348
TACC2	0.0221	-0.0054	-1.00	1.03	-1.03	0.808
TACC3	0.0390	-0.0631	-1.04	1.01	-1.10	0.108
TACO1	0.0143	0.0005	1.00	1.02	-1.02	0.971
TACR2	0.0154	-0.0061	-1.00	1.02	-1.03	0.694
TADA3	0.0174	-0.0214	-1.01	1.01	-1.04	0.219
TAF1	0.0134	0.0164	1.01	1.03	-1.01	0.221
TAF10	0.0170	-0.0072	-1.01	1.02	-1.03	0.673
TAF11	0.0177	0.0081	1.01	1.03	-1.02	0.647
TAF12	0.0211	-0.0070	-1.00	1.02	-1.03	0.74
TAF15	0.0308	-0.0261	-1.02	1.02	-1.06	0.396
TAF1C	0.0196	-0.0029	-1.00	1.02	-1.03	0.881
TAF2	0.0195	0.0102	1.01	1.03	-1.02	0.603
TAF4	0.0182	0.0163	1.01	1.04	-1.01	0.372
TAF4B	0.0298	0.0424	1.03	1.07	-1.01	0.156
TAF5	0.0174	-0.0107	-1.01	1.02	-1.03	0.541
TAF5L	0.0116	-0.0058	-1.00	1.01	-1.02	0.615
TAF6	0.0124	0.0133	1.01	1.03	-1.01	0.284
TAF7	0.0260	-0.0196	-1.01	1.02	-1.05	0.451
TAF9	0.0187	-0.0289	-1.02	1.01	-1.05	0.125
TAF9B	0.0291	-0.0043	-1.00	1.04	-1.04	0.883
TAGLN	0.1263	0.0549	1.04	1.23	-1.14	0.664
TAGLN2	0.0212	-0.0134	-1.01	1.02	-1.04	0.529
TAGLN3	0.0268	-0.0067	-1.00	1.03	-1.04	0.801
TALDO1	0.0211	-0.0132	-1.01	1.02	-1.04	0.533
TANK	0.0384	0.0478	1.03	1.09	-1.02	0.216
TAOK2	0.0176	0.0083	1.01	1.03	-1.02	0.638
TAOK3	0.0308	0.0220	1.02	1.06	-1.03	0.477
TAP1	0.0375	0.0122	1.01	1.06	-1.04	0.744
TAPBP	0.0184	-0.0561	-1.04	-1.01	-1.07	0.00255
TAPBPL	0.0322	0.0212	1.01	1.06	-1.03	0.511
TARBP1	0.0313	-0.0177	-1.01	1.03	-1.06	0.572
TARBP2	0.0143	-0.0068	-1.00	1.01	-1.02	0.636
TARDBP	0.0264	0.0080	1.01	1.04	-1.03	0.763
TARP	0.0532	0.0268	1.02	1.10	-1.06	0.615
TARS	0.0242	-0.0347	-1.02	1.01	-1.06	0.153
TARS2	0.0148	0.0359	1.03	1.05	1.00	0.016
TAS2R1	0.0146	0.0141	1.01	1.03	-1.01	0.335
TASP1	0.0234	-0.0051	-1.00	1.03	-1.04	0.827
TAT	0.0370	0.0312	1.02	1.07	-1.03	0.4
TATDN2	0.0148	0.0156	1.01	1.03	-1.01	0.292
TAX1BP1	0.0594	-0.0579	-1.04	1.04	-1.13	0.331
TAZ	0.0147	0.0180	1.01	1.03	-1.01	0.224
TBC1D1	0.0149	-0.0054	-1.00	1.02	-1.02	0.716
TBC1D10B	0.0137	0.0076	1.01	1.02	-1.01	0.577
TBC1D12	0.0280	-0.0210	-1.01	1.02	-1.05	0.453
TBC1D13	0.0134	0.0013	1.00	1.02	-1.02	0.92
TBC1D15	0.0229	-0.0435	-1.03	1.00	-1.06	0.0585
TBC1D17	0.0186	-0.0231	-1.02	1.01	-1.04	0.215
TBC1D19	0.0195	0.0123	1.01	1.04	-1.02	0.527
TBC1D2	0.0348	-0.0193	-1.01	1.03	-1.06	0.581
TBC1D22A	0.0183	-0.0075	-1.01	1.02	-1.03	0.682
TBC1D29	0.0170	-0.0197	-1.01	1.01	-1.04	0.248
TBC1D2B	0.0133	0.0256	1.02	1.04	-1.00	0.054
TBC1D30	0.0147	0.0210	1.01	1.04	-1.01	0.154
TBC1D4	0.0204	0.0191	1.01	1.04	-1.01	0.349
TBC1D5	0.0155	-0.0063	-1.00	1.02	-1.03	0.684
TBC1D8	0.0155	-0.0011	-1.00	1.02	-1.02	0.946
TBC1D8B	0.0317	0.0012	1.00	1.04	-1.04	0.971
TBC1D9	0.0223	-0.0295	-1.02	1.01	-1.05	0.187
TBC1D9B	0.0146	-0.0019	-1.00	1.02	-1.02	0.895
TBCA	0.0157	-0.0137	-1.01	1.01	-1.03	0.381
TBCB	0.0186	0.0144	1.01	1.04	-1.02	0.439
TBCC	0.0199	-0.0157	-1.01	1.02	-1.04	0.43
TBCD	0.0233	0.0305	1.02	1.05	-1.01	0.191
TBCE	0.0167	-0.0267	-1.02	1.00	-1.04	0.111
TBK1	0.0188	-0.0237	-1.02	1.01	-1.04	0.208
TBKBP1	0.0162	-0.0144	-1.01	1.01	-1.03	0.377
TBL1X	0.0245	0.0352	1.02	1.06	-1.01	0.152
TBL1XR1	0.0297	-0.0712	-1.05	-1.01	-1.09	0.0171
TBL2	0.0202	0.0226	1.02	1.04	-1.01	0.264
TBL3	0.0179	0.0149	1.01	1.04	-1.01	0.404
TBP	0.0174	-0.0008	-1.00	1.02	-1.02	0.965
TBPL1	0.0234	-0.0013	-1.00	1.03	-1.03	0.957
TBR1	0.0411	-0.0310	-1.02	1.04	-1.08	0.452
TBRG4	0.0189	-0.0281	-1.02	1.01	-1.05	0.139
TBX10	0.0168	-0.0005	-1.00	1.02	-1.02	0.974
TBX19	0.0131	0.0227	1.02	1.03	-1.00	0.0853
TBX2	0.0274	-0.0073	-1.01	1.03	-1.04	0.79
